Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
20181208 3:53 PM,41,39,93,N,12,0,29.65,0,Light Rain
20181208 4:53 PM,41,38,89,N,13,0,29.66,0,Light Rain
20181208 5:53 PM,40,37,89,N,13,0,29.68,0,Light Rain
20181208 6:53 PM,39,36,89,NNW,13,0,29.7,0,Light Rain
20181208 7:53 PM,39,36,89,N,13,0,29.71,0,Light Rain
20181208 8:53 PM,39,36,89,N,15,0,29.73,0,Cloudy
20181208 9:53 PM,39,36,89,N,14,0,29.73,0,Cloudy
20181208 10:53 PM,39,36,89,NNW,10,0,29.74,0,Cloudy
20181208 11:53 PM,39,35,86,NNW,10,0,29.73,0,Cloudy
20181208 12:53 AM,39,35,86,NNW,10,0,29.74,0,Cloudy
20181209 1:53 AM,39,35,86,NNW,12,0,29.74,0,Cloudy
20181209 2:53 AM,39,35,86,NW,10,0,29.75,0,Cloudy
20181209 3:53 AM,38,35,89,NNW,10,0,29.75,0,Cloudy
20181209 4:53 AM,38,35,89,NW,13,0,29.76,0,Cloudy
20181209 5:53 AM,38,34,86,NNW,12,0,29.75,0,Cloudy
20181209 6:53 AM,39,34,82,NNW,10,0,29.75,0,Cloudy
20181209 7:53 AM,39,33,79,NNW,9,0,29.78,0,Cloudy
20181209 8:53 AM,39,31,73,NNW,13,0,29.8,0,Cloudy
20181209 9:53 AM,40,32,73,NNW,13,0,29.82,0,Cloudy
20181209 10:53 AM,42,32,67,NNW,13,0,29.83,0,Mostly Cloudy
20181209 11:53 AM,45,32,60,N,13,0,29.83,0,Mostly Cloudy
20181209 12:53 PM,47,34,61,N,12,0,29.82,0,Fair
20181209 1:53 PM,50,35,57,NNW,12,0,29.79,0,Fair
20181209 2:53 PM,51,36,56,NNW,13,17,29.77,0,Partly Cloudy
20181209 3:53 PM,51,35,54,NW,10,0,29.76,0,Fair
20181209 4:53 PM,52,36,54,NW,8,0,29.76,0,Fair
20181209 5:53 PM,50,34,54,NNW,9,0,29.77,0,Fair
20181209 6:53 PM,46,33,61,NNW,6,0,29.79,0,Fair
20181209 7:53 PM,45,32,60,NNW,6,0,29.8,0,Fair
20181209 8:53 PM,44,32,63,NW,7,0,29.82,0,Fair
20181209 9:53 PM,43,31,62,NNW,8,0,29.83,0,Fair
20181209 10:53 PM,41,31,67,NW,6,0,29.84,0,Fair
20181209 11:53 PM,39,30,70,NW,6,0,29.85,0,Fair
20181209 12:53 AM,39,31,73,CALM,0,0,29.84,0,Fair
20181210 1:53 AM,36,31,82,NW,3,0,29.83,0,Fair
20181210 2:53 AM,37,31,79,CALM,0,0,29.82,0,Fair
20181210 3:53 AM,36,31,82,CALM,0,0,29.82,0,Fair
20181210 4:53 AM,35,31,85,NW,3,0,29.82,0,Fair
20181210 5:53 AM,34,29,82,CALM,0,0,29.82,0,Fair
20181210 6:53 AM,36,31,82,WSW,3,0,29.83,0,Partly Cloudy
20181210 7:53 AM,35,30,82,WSW,5,0,29.84,0,Fair
20181210 8:53 AM,37,31,79,CALM,0,0,29.86,0,Fair
20181210 9:53 AM,40,32,73,WNW,3,0,29.87,0,Fair
20181210 10:53 AM,45,33,63,NW,3,0,29.88,0,Fair
20181210 11:53 AM,50,31,48,WNW,5,0,29.88,0,Fair
20181210 12:53 PM,53,31,43,SW,5,0,29.86,0,Fair
20181210 1:53 PM,55,30,38,WNW,5,0,29.83,0,Fair
20181210 2:53 PM,57,29,34,NW,5,0,29.81,0,Fair
20181210 3:53 PM,56,28,34,CALM,0,0,29.8,0,Fair
20181210 4:53 PM,57,25,29,CALM,0,0,29.8,0,Fair
20181210 5:53 PM,55,29,37,SSE,6,0,29.8,0,Fair
20181210 6:53 PM,52,28,40,S,6,0,29.8,0,Fair
20181210 7:53 PM,49,29,46,S,6,0,29.82,0,Fair
20181210 8:53 PM,45,31,58,SSE,5,0,29.83,0,Fair
20181210 9:53 PM,47,31,54,S,7,0,29.82,0,Fair
20181210 10:53 PM,47,32,56,S,6,0,29.83,0,Fair
20181210 11:53 PM,45,31,58,S,7,0,29.83,0,Fair
20181210 12:53 AM,44,31,60,SSE,5,0,29.83,0,Fair
20181211 1:53 AM,42,31,65,SE,6,0,29.83,0,Fair
20181211 2:53 AM,41,31,67,VAR,3,0,29.82,0,Fair
20181211 3:53 AM,41,31,67,ESE,5,0,29.82,0,Partly Cloudy
20181211 4:53 AM,38,31,76,CALM,0,0,29.81,0,Partly Cloudy
20181211 5:53 AM,35,30,82,ESE,5,0,29.8,0,Cloudy
20181211 6:53 AM,36,31,82,SE,5,0,29.81,0,Cloudy
20181211 7:53 AM,37,31,79,ESE,6,0,29.81,0,Cloudy
20181211 8:53 AM,39,32,76,SE,5,0,29.81,0,Cloudy
20181211 9:53 AM,45,35,68,S,3,0,29.81,0,Partly Cloudy
20181211 10:53 AM,50,37,61,SSW,6,0,29.8,0,Fair
20181211 11:53 AM,55,37,51,SW,10,0,29.79,0,Mostly Cloudy
20181211 12:53 PM,59,36,42,SW,12,0,29.74,0,Mostly Cloudy
20181211 1:53 PM,61,29,30,SSW,14,25,29.7,0,Mostly Cloudy
20181211 2:53 PM,61,30,31,SSW,13,0,29.66,0,Mostly Cloudy
20181211 3:53 PM,60,35,39,S,12,0,29.65,0,Cloudy
20181211 4:53 PM,59,37,44,S,15,22,29.63,0,Cloudy
20181211 5:53 PM,57,37,47,S,16,0,29.62,0,Cloudy
20181211 6:53 PM,56,37,49,S,14,23,29.62,0,Mostly Cloudy
20181211 7:53 PM,55,36,49,S,16,23,29.6,0,Mostly Cloudy
20181211 8:53 PM,53,38,57,S,13,0,29.6,0,Mostly Cloudy
20181211 9:53 PM,52,39,61,S,10,0,29.61,0,Cloudy
20181211 10:53 PM,53,41,64,S,13,0,29.59,0,Cloudy
20181211 11:53 PM,53,42,66,S,9,0,29.6,0,Cloudy
20181211 12:53 AM,50,43,77,S,5,0,29.59,0,Mostly Cloudy
20181212 1:53 AM,49,43,80,S,7,0,29.58,0,Cloudy
20181212 2:53 AM,50,44,80,S,8,0,29.57,0,Cloudy
20181212 3:53 AM,50,44,80,SSE,12,0,29.54,0,Cloudy
20181212 4:53 AM,50,45,83,S,13,0,29.53,0,Cloudy
20181212 5:53 AM,50,45,83,SSE,9,0,29.5,0,Cloudy
20181212 6:53 AM,50,45,83,SSE,10,0,29.51,0,Cloudy
20181212 7:53 AM,50,46,86,S,10,0,29.5,0,Cloudy
20181212 8:53 AM,50,46,86,SSE,10,0,29.49,0,Cloudy
20181212 9:53 AM,51,47,86,S,10,0,29.5,0,Cloudy
20181212 10:53 AM,53,48,83,S,8,0,29.49,0,Cloudy
20181212 11:53 AM,56,50,80,S,13,0,29.46,0,Cloudy
20181212 12:53 PM,59,51,75,S,12,0,29.43,0,Cloudy
20181212 1:53 PM,62,53,72,SSW,10,0,29.39,0,Cloudy
20181212 2:53 PM,64,54,70,SSW,12,21,29.35,0,Cloudy
20181212 3:53 PM,65,54,68,S,12,23,29.33,0,Cloudy
20181212 4:53 PM,64,55,72,S,12,0,29.32,0,Cloudy
20181212 5:53 PM,63,56,78,S,15,0,29.31,0,Cloudy
20181212 6:53 PM,62,56,80,S,16,0,29.31,0,Cloudy
20181212 7:53 PM,62,56,80,S,16,0,29.3,0,Cloudy
20181212 8:53 PM,61,57,87,S,15,0,29.3,0,Cloudy
20181212 9:53 PM,62,57,84,S,12,0,29.3,0,Cloudy
20181212 10:53 PM,61,57,87,S,15,0,29.29,0,Cloudy
20181212 11:53 PM,61,58,90,S,16,0,29.26,0,Cloudy
20181212 12:53 AM,62,59,90,S,20,25,29.25,0,Cloudy
20181213 1:53 AM,63,59,87,SW,7,17,29.23,0,Cloudy
20181213 2:53 AM,62,60,93,SSE,5,0,29.24,0,Light Rain
20181213 3:53 AM,63,60,90,S,14,0,29.22,0,Cloudy
20181213 4:53 AM,62,61,96,S,8,0,29.18,0,Cloudy
20181213 5:53 AM,63,61,93,S,9,0,29.15,0,Cloudy
20181213 6:53 AM,62,60,93,SSE,10,0,29.15,0,Mostly Cloudy
20181213 7:53 AM,62,60,93,SSE,15,0,29.15,0,Mostly Cloudy
20181213 8:53 AM,62,60,93,SSE,14,0,29.18,0,Light Rain
20181213 9:53 AM,62,60,93,SSE,14,0,29.18,0,Light Rain
20181213 10:53 AM,62,61,96,SSE,6,0,29.18,0,Cloudy
20181213 11:53 AM,65,62,90,SSE,13,0,29.17,0,Cloudy
20181213 12:53 PM,64,61,90,SE,10,0,29.14,0,Light Rain
20181213 1:53 PM,64,61,90,SSE,8,0,29.11,0,T-Storm
20181213 2:53 PM,64,60,87,SSE,7,0,29.09,0,Thunder
20181213 3:53 PM,64,54,70,W,9,0,29.1,0,Cloudy
20181213 4:53 PM,53,50,89,NNW,15,0,29.16,0,Cloudy
20181213 5:53 PM,50,46,86,NW,15,25,29.19,0,Cloudy
20181213 6:53 PM,49,45,86,NW,13,0,29.23,0,Cloudy
20181213 7:53 PM,48,43,83,N,15,28,29.23,0,Cloudy
20181213 8:53 PM,47,43,86,NNW,9,0,29.25,0,Cloudy
20181213 9:53 PM,48,44,86,N,12,0,29.26,0,Cloudy
20181213 10:53 PM,48,44,86,N,10,0,29.26,0,Cloudy
20181213 11:53 PM,47,44,90,N,9,0,29.28,0,Cloudy
20181213 12:53 AM,47,44,90,N,16,23,29.29,0,Cloudy
20181214 1:53 AM,46,43,89,N,12,0,29.3,0,Cloudy
20181214 2:53 AM,46,42,86,N,16,0,29.3,0,Cloudy
20181214 3:53 AM,46,43,89,N,15,0,29.31,0,Cloudy
20181214 4:53 AM,46,43,89,NNW,15,0,29.32,0,Cloudy
20181214 5:53 AM,46,43,89,NNW,13,26,29.35,0,Light Drizzle
20181214 6:53 AM,45,42,90,NNW,17,24,29.36,0,Light Drizzle
20181214 7:53 AM,44,42,93,NNW,12,22,29.39,0,Light Drizzle
20181214 8:53 AM,44,41,89,NNW,20,30,29.41,0,Light Drizzle
20181214 9:53 AM,45,40,82,N,16,29,29.44,0,Cloudy
20181214 10:53 AM,44,41,89,NNW,15,0,29.46,0,Light Rain
20181214 11:53 AM,45,41,86,NNW,14,0,29.48,0,Light Rain
20181214 12:53 PM,45,42,90,NNW,14,0,29.46,0,Light Rain
20181214 1:53 PM,45,41,86,NNW,23,30,29.44,0,Cloudy / Windy
20181214 2:53 PM,45,41,86,NNW,17,28,29.45,0,Light Rain
20181214 3:53 PM,46,42,86,NNW,22,32,29.48,0,Light Rain / Windy
20181214 4:53 PM,47,43,86,NNW,16,25,29.5,0,Cloudy
20181214 5:53 PM,48,43,83,NNW,16,24,29.52,0,Cloudy
20181214 6:53 PM,48,43,83,NNW,16,23,29.53,0,Cloudy
20181214 7:53 PM,48,43,83,NNW,17,24,29.56,0,Cloudy
20181214 8:53 PM,49,43,80,NNW,16,0,29.57,0,Cloudy
20181214 9:53 PM,51,42,71,NNW,20,31,29.58,0,Cloudy
20181214 10:53 PM,51,40,66,NNW,12,0,29.57,0,Mostly Cloudy
20181214 11:53 PM,49,35,59,NNW,15,0,29.59,0,Partly Cloudy
20181214 12:53 AM,47,31,54,NNW,15,0,29.59,0,Fair
20181215 1:53 AM,46,28,50,NNW,16,0,29.59,0,Fair
20181215 2:53 AM,45,27,49,NNW,14,22,29.59,0,Fair
20181215 3:53 AM,44,27,51,NNW,10,0,29.59,0,Fair
20181215 4:53 AM,42,27,55,NW,10,0,29.59,0,Fair
20181215 5:53 AM,41,27,57,NW,9,0,29.59,0,Fair
20181215 6:53 AM,40,27,60,NW,12,0,29.6,0,Fair
20181215 7:53 AM,39,27,62,NW,13,0,29.64,0,Fair
20181215 8:53 AM,40,26,58,NW,10,0,29.65,0,Fair
20181215 9:53 AM,42,27,55,NW,12,0,29.68,0,Fair
20181215 10:53 AM,46,29,51,NW,9,0,29.7,0,Fair
20181215 11:53 AM,50,32,50,NW,12,0,29.7,0,Fair
20181215 12:53 PM,53,33,47,NW,13,0,29.67,0,Fair
20181215 1:53 PM,57,32,39,NNW,10,0,29.64,0,Fair
20181215 2:53 PM,59,30,33,NW,10,0,29.63,0,Fair
20181215 3:53 PM,61,27,27,NNW,9,0,29.62,0,Fair
20181215 4:53 PM,61,26,26,NNW,8,0,29.63,0,Partly Cloudy
20181215 5:53 PM,58,25,28,NNW,6,0,29.64,0,Partly Cloudy
20181215 6:53 PM,54,29,38,CALM,0,0,29.65,0,Mostly Cloudy
20181215 7:53 PM,51,32,48,W,6,0,29.66,0,Cloudy
20181215 8:53 PM,49,31,50,NW,3,0,29.69,0,Cloudy
20181215 9:53 PM,45,34,65,CALM,0,0,29.72,0,Fair
20181215 10:53 PM,45,32,60,CALM,0,0,29.71,0,Fair
20181215 11:53 PM,42,33,70,CALM,0,0,29.7,0,Fair
20181215 12:53 AM,41,32,70,CALM,0,0,29.71,0,Partly Cloudy
20181216 1:53 AM,39,33,79,CALM,0,0,29.7,0,Cloudy
20181216 2:53 AM,38,32,79,CALM,0,0,29.7,0,Partly Cloudy
20181216 3:53 AM,39,33,79,CALM,0,0,29.7,0,Mostly Cloudy
20181216 4:53 AM,39,33,79,CALM,0,0,29.7,0,Mostly Cloudy
20181216 5:53 AM,41,34,76,ESE,5,0,29.68,0,Cloudy
20181216 6:53 AM,41,35,79,CALM,0,0,29.7,0,Cloudy
20181216 7:53 AM,41,33,73,SE,6,0,29.72,0,Mostly Cloudy
20181216 8:53 AM,41,32,70,S,5,0,29.72,0,Mostly Cloudy
20181216 9:53 AM,46,34,63,SE,8,0,29.73,0,Mostly Cloudy
20181216 10:53 AM,53,29,40,SSE,9,0,29.76,0,Mostly Cloudy
20181216 11:53 AM,57,31,37,SE,9,0,29.75,0,Cloudy
20181216 12:53 PM,61,33,35,SSE,6,0,29.72,0,Cloudy
20181216 1:53 PM,67,34,30,WSW,6,0,29.68,0,Mostly Cloudy
20181216 2:53 PM,66,27,23,SSW,13,0,29.67,0,Mostly Cloudy
20181216 3:53 PM,66,28,24,S,14,0,29.66,0,Cloudy
20181216 4:53 PM,65,29,26,SSW,9,0,29.68,0,Cloudy
20181216 5:53 PM,62,33,34,SW,6,0,29.68,0,Cloudy
20181216 6:53 PM,60,35,39,SSW,5,0,29.68,0,Cloudy
20181216 7:53 PM,57,38,49,CALM,0,0,29.7,0,Cloudy
20181216 8:53 PM,57,39,51,SW,5,0,29.72,0,Cloudy
20181216 9:53 PM,55,40,57,SW,3,0,29.72,0,Cloudy
20181216 10:53 PM,53,39,59,WNW,5,0,29.72,0,Cloudy
20181216 11:53 PM,52,39,61,W,3,0,29.73,0,Cloudy
20181216 12:53 AM,50,39,66,WNW,3,0,29.72,0,Cloudy
20181217 1:53 AM,48,39,71,NNW,6,0,29.71,0,Mostly Cloudy
20181217 2:53 AM,47,39,74,NW,5,0,29.7,0,Mostly Cloudy
20181217 3:53 AM,45,38,76,NW,5,0,29.7,0,Mostly Cloudy
20181217 4:53 AM,45,38,76,NNW,3,0,29.69,0,Mostly Cloudy
20181217 5:53 AM,45,37,74,W,3,0,29.7,0,Mostly Cloudy
20181217 6:53 AM,45,37,74,W,5,0,29.72,0,Cloudy
20181217 7:53 AM,45,36,71,NNW,5,0,29.73,0,Mostly Cloudy
20181217 8:53 AM,45,36,71,NW,5,0,29.73,0,Mostly Cloudy
20181217 9:53 AM,46,35,66,WNW,3,0,29.74,0,Mostly Cloudy
20181217 10:53 AM,47,36,66,NNW,5,0,29.75,0,Mostly Cloudy
20181217 11:53 AM,50,38,63,NNW,8,0,29.74,0,Mostly Cloudy
20181217 12:53 PM,52,39,61,NNW,5,0,29.72,0,Cloudy
20181217 1:53 PM,52,40,63,NNW,8,0,29.68,0,Cloudy
20181217 2:53 PM,53,41,64,NW,7,0,29.66,0,Cloudy
20181217 3:53 PM,53,40,61,WNW,3,0,29.67,0,Cloudy
20181217 4:53 PM,54,41,62,WNW,6,0,29.67,0,Mostly Cloudy
20181217 5:53 PM,53,41,64,N,5,0,29.65,0,Mostly Cloudy
20181217 6:53 PM,53,41,64,NNE,3,0,29.66,0,Cloudy
20181217 7:53 PM,51,42,71,CALM,0,0,29.67,0,Mostly Cloudy
20181217 8:53 PM,51,42,71,SW,3,0,29.67,0,Mostly Cloudy
20181217 9:53 PM,48,42,80,ENE,5,0,29.65,0,Mostly Cloudy
20181217 10:53 PM,48,42,80,ENE,5,0,29.64,0,Mostly Cloudy
20181217 11:53 PM,46,42,86,CALM,0,0,29.64,0,Cloudy
20181217 12:53 AM,46,41,83,E,3,0,29.62,0,Cloudy
20181218 1:53 AM,44,40,85,CALM,0,0,29.61,0,Partly Cloudy
20181218 2:53 AM,41,39,93,CALM,0,0,29.61,0,Fair
20181218 3:53 AM,39,37,93,CALM,0,0,29.6,0,Partly Cloudy
20181218 4:53 AM,38,36,93,CALM,0,0,29.59,0,Fair
20181218 5:53 AM,37,35,93,CALM,0,0,29.59,0,Fair
20181218 6:53 AM,38,35,89,ENE,5,0,29.59,0,Partly Cloudy
20181218 7:53 AM,38,35,89,CALM,0,0,29.59,0,Partly Cloudy
20181218 8:53 AM,40,36,86,CALM,0,0,29.6,0,Mostly Cloudy
20181218 9:53 AM,44,41,89,SSE,3,0,29.61,0,Mostly Cloudy
20181218 10:53 AM,49,42,77,SSE,7,0,29.61,0,Mostly Cloudy
20181218 11:53 AM,53,42,66,SE,8,0,29.6,0,Mostly Cloudy
20181218 12:53 PM,55,41,59,SE,5,0,29.58,0,Cloudy
20181218 1:53 PM,59,42,53,SE,3,0,29.54,0,Partly Cloudy
20181218 2:53 PM,60,44,55,SE,9,0,29.49,0,Mostly Cloudy
20181218 3:53 PM,62,45,53,SSE,8,0,29.47,0,Partly Cloudy
20181218 4:53 PM,62,45,53,ESE,10,0,29.46,0,Fair
20181218 5:53 PM,60,43,53,SSE,7,0,29.46,0,Fair
20181218 6:53 PM,54,44,69,SE,7,0,29.46,0,Partly Cloudy
20181218 7:53 PM,54,44,69,ESE,6,0,29.48,0,Mostly Cloudy
20181218 8:53 PM,55,44,67,ESE,10,0,29.47,0,Mostly Cloudy
20181218 9:53 PM,53,44,71,ESE,6,0,29.47,0,Cloudy
20181218 10:53 PM,54,44,69,SE,14,0,29.47,0,Cloudy
20181218 11:53 PM,53,45,74,SE,9,0,29.47,0,Cloudy
20181218 12:53 AM,52,46,80,SE,9,0,29.45,0,Cloudy
20181219 1:53 AM,52,49,89,SSE,14,0,29.43,0,Cloudy
20181219 2:53 AM,53,50,89,SSE,12,0,29.41,0,Cloudy
20181219 3:53 AM,53,51,93,S,9,0,29.41,0,Cloudy
20181219 4:53 AM,53,51,93,SSE,8,0,29.39,0,Fog
20181219 5:53 AM,53,52,96,SE,8,0,29.38,0,Light Drizzle
20181219 6:53 AM,53,52,96,SSE,7,0,29.39,0,Fog
20181219 7:53 AM,52,52,100,SE,7,0,29.39,0,Fog
20181219 8:53 AM,53,52,96,SE,10,0,29.38,0,Light Drizzle
20181219 9:53 AM,53,52,96,SE,9,0,29.39,0,Light Drizzle
20181219 10:53 AM,54,52,93,SE,10,0,29.4,0,Cloudy
20181219 11:53 AM,54,52,93,SE,10,0,29.38,0,Light Drizzle
20181219 12:53 PM,56,52,87,S,8,0,29.33,0,Light Drizzle
20181219 1:53 PM,58,52,81,SSE,5,0,29.28,0,Mostly Cloudy
20181219 2:53 PM,60,53,78,SW,5,0,29.25,0,Cloudy
20181219 3:53 PM,60,53,78,WSW,7,0,29.24,0,Cloudy
20181219 4:53 PM,60,53,78,W,6,0,29.23,0,Cloudy
20181219 5:53 PM,59,52,78,W,7,0,29.24,0,Cloudy
20181219 6:53 PM,58,53,84,CALM,0,0,29.24,0,Cloudy
20181219 7:53 PM,58,53,84,WNW,5,0,29.27,0,Cloudy
20181219 8:53 PM,57,53,87,W,3,0,29.28,0,Light Rain
20181219 9:53 PM,56,54,93,W,3,0,29.29,0,Light Rain
20181219 10:53 PM,54,53,97,NW,6,0,29.3,0,Cloudy
20181219 11:53 PM,54,53,97,NNW,8,0,29.3,0,Cloudy
20181219 12:53 AM,54,52,93,NW,9,0,29.3,0,Mostly Cloudy
20181220 1:53 AM,54,50,86,NNW,9,0,29.31,0,Mostly Cloudy
20181220 2:53 AM,53,47,80,NNW,12,0,29.33,0,Mostly Cloudy
20181220 3:53 AM,53,46,77,NNW,12,0,29.35,0,Cloudy
20181220 4:53 AM,52,43,71,NNW,15,0,29.36,0,Partly Cloudy
20181220 5:53 AM,51,40,66,NNW,14,0,29.37,0,Mostly Cloudy
20181220 6:53 AM,50,37,61,NNW,16,0,29.39,0,Partly Cloudy
20181220 7:53 AM,49,36,61,NNW,15,21,29.42,0,Fair
20181220 8:53 AM,48,34,58,NW,14,24,29.44,0,Fair
20181220 9:53 AM,50,34,54,NNW,18,31,29.46,0,Fair
20181220 10:53 AM,52,34,50,NNW,17,29,29.49,0,Fair
20181220 11:53 AM,54,33,45,NNW,23,33,29.49,0,Fair / Windy
20181220 12:53 PM,57,32,39,NNW,17,32,29.46,0,Fair
20181220 1:53 PM,59,31,35,NNW,18,37,29.43,0,Fair
20181220 2:53 PM,60,29,31,NW,23,39,29.41,0,Fair / Windy
20181220 3:53 PM,60,27,28,NNW,26,44,29.4,0,Fair / Windy
20181220 4:53 PM,60,27,28,NNW,24,40,29.4,0,Fair / Windy
20181220 5:53 PM,59,25,27,NNW,28,38,29.42,0,Fair / Windy
20181220 6:53 PM,57,26,30,NW,16,0,29.44,0,Fair
20181220 7:53 PM,55,27,34,NW,14,0,29.45,0,Fair
20181220 8:53 PM,53,28,38,NW,12,0,29.46,0,Fair
20181220 9:53 PM,51,28,41,NW,12,0,29.47,0,Fair
20181220 10:53 PM,51,28,41,NW,14,0,29.47,0,Fair
20181220 11:53 PM,51,27,39,NW,14,0,29.47,0,Fair
20181220 12:53 AM,50,27,41,NW,14,23,29.48,0,Fair
20181221 1:53 AM,50,27,41,NNW,14,0,29.48,0,Fair
20181221 2:53 AM,48,27,44,NNW,14,0,29.48,0,Fair
20181221 3:53 AM,47,28,48,NW,12,0,29.48,0,Fair
20181221 4:53 AM,44,28,53,NW,9,0,29.49,0,Fair
20181221 5:53 AM,43,28,56,NW,9,0,29.49,0,Fair
20181221 6:53 AM,42,28,58,NW,7,0,29.5,0,Fair
20181221 7:53 AM,40,28,63,NW,7,0,29.51,0,Fair
20181221 8:53 AM,40,28,63,NW,5,0,29.52,0,Fair
20181221 9:53 AM,45,28,52,WNW,6,0,29.52,0,Fair
20181221 10:53 AM,47,29,50,NW,5,0,29.54,0,Fair
20181221 11:53 AM,51,29,43,WNW,6,0,29.55,0,Fair
20181221 12:53 PM,54,30,40,WNW,3,0,29.51,0,Partly Cloudy
20181221 1:53 PM,56,29,36,CALM,0,0,29.47,0,Partly Cloudy
20181221 2:53 PM,58,28,32,WNW,3,0,29.45,0,Fair
20181221 3:53 PM,59,27,29,SW,6,0,29.43,0,Mostly Cloudy
20181221 4:53 PM,59,28,31,S,6,0,29.41,0,Partly Cloudy
20181221 5:53 PM,58,26,30,S,8,0,29.4,0,Mostly Cloudy
20181221 6:53 PM,56,28,34,SSE,8,0,29.38,0,Cloudy
20181221 7:53 PM,56,27,33,SSE,12,0,29.37,0,Mostly Cloudy
20181221 8:53 PM,55,29,37,S,10,0,29.37,0,Mostly Cloudy
20181221 9:53 PM,54,31,41,SSE,14,0,29.37,0,Cloudy
20181221 10:53 PM,53,31,43,SSE,14,0,29.37,0,Partly Cloudy
20181221 11:53 PM,52,30,43,SSE,16,0,29.35,0,Mostly Cloudy
20181221 12:53 AM,50,31,48,S,16,0,29.33,0,Mostly Cloudy
20181222 1:53 AM,50,31,48,SSE,21,0,29.3,0,Partly Cloudy / Windy
20181222 2:53 AM,49,32,52,S,15,0,29.29,0,Cloudy
20181222 3:53 AM,49,32,52,SSE,13,0,29.28,0,Cloudy
20181222 4:53 AM,48,33,56,S,13,0,29.26,0,Fair
20181222 5:53 AM,48,33,56,SSE,10,0,29.25,0,Fair
20181222 6:53 AM,47,33,59,S,6,0,29.26,0,Fair
20181222 7:53 AM,47,33,59,SSW,5,0,29.27,0,Partly Cloudy
20181222 8:53 AM,46,33,61,CALM,0,0,29.3,0,Fair
20181222 9:53 AM,51,35,54,SSW,7,0,29.31,0,Mostly Cloudy
20181222 10:53 AM,55,35,47,SSW,8,0,29.34,0,Partly Cloudy
20181222 11:53 AM,60,36,41,SW,6,0,29.33,0,Mostly Cloudy
20181222 12:53 PM,65,34,32,W,12,0,29.32,0,Mostly Cloudy
20181222 1:53 PM,66,35,32,WSW,9,0,29.32,0,Mostly Cloudy
20181222 2:53 PM,67,34,30,NW,15,0,29.33,0,Mostly Cloudy
20181222 3:53 PM,64,37,37,NW,13,22,29.36,0,Mostly Cloudy
20181222 4:53 PM,61,37,41,NNW,10,0,29.39,0,Mostly Cloudy
20181222 5:53 PM,60,36,41,WNW,10,0,29.4,0,Partly Cloudy
20181222 6:53 PM,55,37,51,NW,7,0,29.43,0,Partly Cloudy
20181222 7:53 PM,54,37,53,WNW,3,0,29.45,0,Partly Cloudy
20181222 8:53 PM,52,37,57,WNW,5,0,29.48,0,Fair
20181222 9:53 PM,51,37,59,NW,3,0,29.5,0,Fair
20181222 10:53 PM,48,38,68,NW,3,0,29.53,0,Fair
20181222 11:53 PM,47,37,68,N,3,0,29.54,0,Fair
20181222 12:53 AM,47,37,68,CALM,0,0,29.53,0,Fair
20181223 1:53 AM,46,37,71,NNW,10,0,29.59,0,Fair
20181223 2:53 AM,46,37,71,N,8,0,29.6,0,Fair
20181223 3:53 AM,45,36,71,N,10,0,29.64,0,Fair
20181223 4:53 AM,45,35,68,N,13,0,29.67,0,Fair
20181223 5:53 AM,44,34,68,N,10,0,29.67,0,Fair
20181223 6:53 AM,44,33,65,N,14,0,29.72,0,Fair
20181223 7:53 AM,44,33,65,N,18,23,29.74,0,Partly Cloudy
20181223 8:53 AM,43,33,68,N,13,0,29.78,0,Fair
20181223 9:53 AM,45,33,63,N,15,0,29.82,0,Partly Cloudy
20181223 10:53 AM,48,33,56,NNE,14,0,29.84,0,Fair
20181223 11:53 AM,51,33,50,NNE,12,0,29.85,0,Fair
20181223 12:53 PM,53,29,40,NNE,14,24,29.83,0,Fair
20181223 1:53 PM,55,30,38,N,13,16,29.81,0,Fair
20181223 2:53 PM,57,32,39,N,12,0,29.79,0,Fair
20181223 3:53 PM,58,33,39,N,9,0,29.8,0,Fair
20181223 4:53 PM,57,33,40,N,9,20,29.8,0,Fair
20181223 5:53 PM,56,33,42,N,8,0,29.8,0,Fair
20181223 6:53 PM,53,34,48,NNE,3,0,29.81,0,Fair
20181223 7:53 PM,49,34,56,CALM,0,0,29.83,0,Mostly Cloudy
20181223 8:53 PM,48,35,61,VAR,3,0,29.83,0,Mostly Cloudy
20181223 9:53 PM,45,36,71,ENE,6,0,29.81,0,Cloudy
20181223 10:53 PM,49,35,59,NE,5,0,29.83,0,Cloudy
20181223 11:53 PM,45,35,68,ENE,6,0,29.82,0,Mostly Cloudy
20181223 12:53 AM,46,35,66,CALM,0,0,29.81,0,Mostly Cloudy
20181224 1:53 AM,44,35,71,CALM,0,0,29.79,0,Mostly Cloudy
20181224 2:53 AM,44,35,71,CALM,0,0,29.79,0,Cloudy
20181224 3:53 AM,43,33,68,E,3,0,29.79,0,Partly Cloudy
20181224 4:53 AM,41,32,70,CALM,0,0,29.77,0,Fair
20181224 5:53 AM,41,32,70,CALM,0,0,29.76,0,Fair
20181224 6:53 AM,38,32,79,SE,7,0,29.75,0,Fair
20181224 7:53 AM,39,32,76,SE,6,0,29.75,0,Fair
20181224 8:53 AM,41,33,73,SE,8,0,29.74,0,Partly Cloudy
20181224 9:53 AM,45,35,68,SE,15,0,29.73,0,Fair
